RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,275,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,195,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,283,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,182,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,245,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,210,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000230,臺中市烏日區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,258,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,343,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,268,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,310,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,282,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,269,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a141,高級中等學校概況-普通科-班級數(單位:班),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306200002,高級中等學校_二年級,0,,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a141,高級中等學校概況-普通科-班級數(單位:班),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306200003,高級中等學校_三年級,0,,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000090,臺中市豐原區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,142,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,198,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,132,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,182,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,145,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,163,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,1,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,95,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,87,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,96,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,75,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,83,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,68,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,401,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,372,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,448,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,360,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,448,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,333,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,74,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,54,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,61,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,60,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,72,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,42,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
