RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,30,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,21,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,15,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,66,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,74,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,57,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,83,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,37,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,79,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,136,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,948,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,136,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,926,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,170,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,906,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:19,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,1685,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,697,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,1653,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,700,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,1502,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,742,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,17,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000050,臺中市北區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,2,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,576,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,458,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,549,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,460,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,583,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,361,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,1,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000080,臺中市北屯區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,618,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,912,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,630,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,862,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,591,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,784,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,9,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000060,臺中市西屯區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,1,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,307,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,314,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,260,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,352,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,283,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,270,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000070,臺中市南屯區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,325,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,347,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,315,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,336,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,328,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,279,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,1,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000270,臺中市太平區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,1028,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,1020,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,1027,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,1002,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,959,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,928,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,3,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000280,臺中市大里區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000260,臺中市霧峰區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:20,2018/2/7 下午 06:11:50
